atmospheric_CO2,CO2_emissions
425.38,0.8779
426.51,0.8779
426.9,0.8779
426.91,0.8779
425.55,0.8779
422.99,0.8779
422.03,0.8779
422.38,0.8779
423.85,0.8779
425.4,0.8779
426.65,999
427.09,999
428.15,999
429.64,999
430.51,999
429.61,999
427.87,999
425.48,999
424.37,999
424.87,999
426.46,999
427.49,999
