"years","months","temp_Norway","temp_Netherlands","temp_Switzerland","temp_Iceland","temp_Azores","temp_St_Helena","temp_Rothera","atmospheric_CO2","CO2_emissions"
1939,12,NA,0.95,-1.86,-2.38,13.74,17.82,NA,NA,0.1017
1940,1,NA,-5.55,-6.48,-0.58,12.64,19.72,NA,NA,0.1111
1940,2,NA,-1.35,-0.35,-3.08,11.94,NA,NA,NA,0.1111
1940,3,NA,5.15,4.4,-2.47,13.14,20.62,NA,NA,0.1111
1940,4,NA,8.95,8.89,0.82,13.04,19.92,NA,NA,0.1111
1940,5,NA,13.15,12.46,8.02,13.74,18.02,NA,NA,0.1111
1940,6,NA,16.55,15.85,11.42,16.44,17.12,NA,NA,0.1111
1940,7,NA,15.75,16.48,10.82,18.94,16.32,NA,NA,0.1111
1940,8,NA,15.15,15.64,10.32,19.64,16.02,NA,NA,0.1111
1940,9,NA,12.85,13.86,6.32,18.74,15.32,NA,NA,0.1111
1940,10,NA,8.75,8.07,3.52,16.84,16.42,NA,NA,0.1111
1940,11,NA,6.65,4.7,-0.48,15.54,16.92,NA,NA,0.1111
1940,12,NA,0.65,-4.51,0.12,13.84,17.92,NA,NA,0.1111
1941,1,NA,-2.55,-3.84,-3.28,12.44,20.22,NA,NA,0.1137
1941,2,NA,1.55,1.13,-3.98,12.34,20.42,NA,NA,0.1137
1941,3,NA,4.65,5.27,-0.58,12.24,20.12,NA,NA,0.1137
1941,4,NA,6.75,6.33,3.62,13.14,19.12,NA,NA,0.1137
1941,5,NA,9.55,9.07,8.22,15.14,18.72,NA,NA,0.1137
1941,6,NA,16.75,16.49,11.42,17.84,16.92,NA,NA,0.1137
1941,7,NA,19.15,19.12,12.62,19.04,15.52,NA,NA,0.1137
1941,8,NA,14.95,15.96,10.22,20.04,15.32,NA,NA,0.1137
1941,9,NA,14.35,13.2,12.02,19.64,15.52,NA,NA,0.1137
1941,10,NA,9.65,7.67,5.82,17.14,16.02,NA,NA,0.1137
1941,11,NA,4.05,2.07,3.02,14.94,16.12,NA,NA,0.1137
1941,12,NA,4.65,-0.2,1.41,13.44,17.12,NA,NA,0.1137
1942,1,NA,-5.15,-5.89,0.61,12.64,18.32,NA,NA,0.1133
1942,2,NA,-4.25,-4.15,-0.99,12.54,19.42,NA,NA,0.1133
1942,3,NA,2.65,4.89,0.61,12.65,19.82,NA,NA,0.1133
1942,4,NA,9.25,9.14,3.41,13.55,19.92,NA,NA,0.1133
1942,5,NA,12.05,13,6.41,14.45,18.52,NA,NA,0.1133
1942,6,NA,14.35,16.19,9.41,17.45,17.02,NA,NA,0.1133
1942,7,NA,15.95,17.63,10.41,18.25,16.32,NA,NA,0.1133
1942,8,NA,17.85,17.75,11.21,20.35,15.22,NA,NA,0.1133
1942,9,NA,14.65,16.37,6.41,20.55,15.72,NA,NA,0.1133
1942,10,NA,11.85,11.72,0.71,17.65,15.92,NA,NA,0.1133
1942,11,NA,5.55,1.86,3.01,14.75,16.92,NA,NA,0.1133
1942,12,NA,4.15,0.02,0.01,13.55,17.22,NA,NA,0.1133
1943,1,NA,2.65,-0.69,-3.39,13.25,18.92,NA,NA,0.1154
1943,2,NA,4.35,2.56,-4.19,12.35,19.02,NA,NA,0.1154
1943,3,NA,6.35,6.78,-0.09,11.75,19.32,NA,NA,0.1154
1943,4,NA,10.45,9.91,1.91,14.05,18.82,NA,NA,0.1154
1943,5,NA,13.35,14.02,4.01,14.85,17.52,NA,NA,0.1154
1943,6,NA,14.35,15.04,8.41,18.55,16.52,NA,NA,0.1154
1943,7,NA,17.15,18.43,10.61,19.55,15.52,NA,NA,0.1154
1943,8,NA,16.75,19.8,6.81,21.05,14.72,NA,NA,0.1154
1943,9,NA,13.35,15.1,6.81,18.15,14.72,NA,NA,0.1154
1943,10,NA,10.35,10.82,2.41,15.75,14.92,NA,NA,0.1154
1943,11,NA,4.65,2.54,0.71,15.45,15.92,NA,NA,0.1154
1943,12,NA,1.24,-0.14,1.01,14.15,17.12,NA,NA,0.1154
1944,1,NA,5.14,1.34,-3.99,13.95,19.52,NA,NA,0.1174
1944,2,NA,1.74,-2.3,-0.99,12.65,21.12,NA,NA,0.1174
1944,3,NA,3.54,1.09,0.21,13.85,21.12,NA,NA,0.1174
1944,4,NA,9.44,10.31,1.41,14.45,20.82,NA,NA,0.1174
1944,5,NA,11.54,12.42,6.01,14.95,19.42,NA,NA,0.1174
1944,6,NA,14.04,14.83,9.51,17.65,16.92,NA,NA,0.1174
1944,7,NA,16.84,17.54,11.81,19.25,16.32,NA,NA,0.1174
1944,8,NA,19.24,20.78,10.81,20.55,15.12,NA,NA,0.1174
1944,9,NA,13.14,13.5,7.31,19.45,15.02,NA,NA,0.1174
1944,10,NA,9.44,8.26,3.21,17.45,15.92,NA,NA,0.1174
1944,11,NA,6.34,3.49,-1.19,16.15,16.52,NA,NA,0.1174
1944,12,NA,2.44,-1.33,-1.99,13.75,17.92,NA,NA,0.1174
1945,1,NA,-1.66,-6.14,-4.79,13.55,19.32,NA,NA,0.0976
1945,2,NA,5.94,3.47,-1.59,14.25,20.32,NA,NA,0.0976
1945,3,NA,7.24,6.03,2.81,14.85,20.22,NA,NA,0.0976
1945,4,NA,10.14,10.3,3.81,14.52,20.72,NA,NA,0.0976
1945,5,NA,13.54,15.07,6.41,15.22,18.92,NA,NA,0.0976
1945,6,NA,15.94,18.45,9.41,17.92,16.92,NA,NA,0.0976
1945,7,NA,17.74,19.22,13.01,19.22,15.72,NA,NA,0.0976
1945,8,NA,16.34,16.88,12.41,20.52,15.12,NA,NA,0.0976
1945,9,NA,14.44,15.02,9.41,19.32,16.32,NA,NA,0.0976
1945,10,NA,11.44,9.23,5.51,17.62,15.82,NA,NA,0.0976
1945,11,NA,4.84,1.73,3.41,14.72,17.22,NA,NA,0.0976
1945,12,NA,3.14,0.12,-1.29,14.52,18.52,NA,NA,0.0976
1946,1,NA,0.14,-2.86,1.61,12.42,19.12,NA,NA,0.1048
1946,2,NA,4.54,3.03,-1.39,14.02,19.62,NA,NA,0.1048
1946,3,NA,4.14,5.55,0.01,12.92,19.52,NA,NA,0.1048
1946,4,NA,10.24,11.37,2.71,13.92,19.12,-2.6,NA,0.1048
1946,5,NA,12.84,14.55,9.01,14.82,17.72,-4.1,NA,0.1048
1946,6,NA,13.84,15.36,7.41,17.82,16.92,-4.9,NA,0.1048
1946,7,NA,17.34,18.6,11.41,19.72,15.82,-9.1,NA,0.1048
1946,8,NA,15.64,17.06,9.81,20.42,14.92,-15.6,NA,0.1048
1946,9,NA,14.44,14.72,6.81,19.52,14.72,-9.7,NA,0.1048
1946,10,NA,9.24,7.83,8.01,16.82,16.22,-10.3,NA,0.1048
1946,11,NA,6.44,3.04,0.21,14.62,17.02,-4,NA,0.1048
1946,12,NA,-0.36,-2.05,1.5,13.82,17.92,0.3,NA,0.1048
1947,1,NA,-1.46,-4.02,2.8,11.32,18.92,0.9,NA,0.1175
1947,2,NA,-5.56,-2.75,-5.5,12.92,20.32,2,NA,0.1175
1947,3,NA,3.24,4.91,-5.3,13.42,20.22,0.9,NA,0.1175
1947,4,NA,8.94,11.49,0.2,14.32,19.72,-3.7,NA,0.1175
1947,5,NA,15.04,14.58,8.3,15.02,18.92,-8.89,NA,0.1175
1947,6,NA,17.44,18.3,10.2,17.12,16.42,-16.29,NA,0.1175
1947,7,NA,18.74,19.9,11.9,19.42,15.32,-7.7,NA,0.1175
1947,8,NA,19.74,20.5,13.3,20.02,15.42,-10.4,NA,0.1175
1947,9,NA,16.74,17.14,8.4,18.82,14.92,-10.2,NA,0.1175
1947,10,NA,9.24,8.99,4.6,18.52,15.62,-5.8,NA,0.1175
1947,11,NA,7.04,5.58,-2.3,18.22,16.62,-2.6,NA,0.1175
1947,12,NA,4.13,0.72,-1.5,16.82,17.92,-0.2,NA,0.1175
1948,1,NA,5.03,2.64,-0.8,15.02,20.12,1.3,NA,0.1239
1948,2,NA,2.93,1.16,1.8,13.32,21.32,-1.4,NA,0.1239
1948,3,NA,6.63,8.18,3.6,14.22,21.52,-3.4,NA,0.1239
1948,4,NA,9.93,9.61,1.17,13.62,20.32,-6.3,NA,0.1239
1948,5,NA,12.63,14.41,5.57,14.72,18.72,-11.4,NA,0.1239
1948,6,NA,15.23,15.63,9.77,18.02,17.92,-8.2,NA,0.1239
1948,7,NA,16.53,15.29,11.27,19.72,15.72,-14.2,NA,0.1239
1948,8,NA,16.33,17.27,11.67,20.92,15.92,-11.7,NA,0.1239
1948,9,NA,14.33,14.21,4.97,20.42,15.92,-13.3,NA,0.1239
1948,10,NA,9.63,10,2.17,19.02,15.52,-6.6,NA,0.1239
1948,11,NA,4.83,3.72,1.17,16.72,16.92,-5.8,NA,0.1239
1948,12,NA,3.43,-0.82,-0.23,14.12,18.52,0.8,NA,0.1239
1949,1,NA,3.63,-0.29,-3.2,13.12,20.12,1.3,NA,0.1184
1949,2,NA,3.73,1.18,0.49,13.62,22.72,-1.6,NA,0.1184
1949,3,NA,3.93,3.01,-0.68,13.02,22.12,NA,NA,0.1184
1949,4,NA,10.33,11.76,-1.01,14.52,21.12,NA,NA,0.1184
1949,5,NA,11.23,11.6,2.52,15.72,19.52,-11.6,NA,0.1184
1949,6,NA,14.33,16.11,10.5,18.92,17.02,-15.6,NA,0.1184
1949,7,NA,17.33,19.69,12.57,21.02,16.72,-11.9,NA,0.1184
1949,8,NA,17.03,18.66,10,21.42,15.92,-15.2,NA,0.1184
1949,9,NA,17.13,17,10.06,19.52,15.92,-10.9,NA,0.1184
1949,10,NA,11.33,11.11,3.47,17.62,16.12,-6.8,NA,0.1184
1949,11,NA,5.13,2.92,1.5,16.52,16.32,-5.2,NA,0.1184
1949,12,NA,4.33,2.36,-3.44,13.12,18.12,0.1,NA,0.1184
1950,1,NA,0.93,-1.06,1.73,12.62,19.32,0.8,NA,0.1349
1950,2,NA,5.43,3.19,-2.05,13.42,20.52,NA,NA,0.1349
1950,3,NA,6.43,5.62,0.21,13.32,20.12,NA,NA,0.1349
1950,4,NA,7.63,6.89,0.2,14.02,20.12,NA,NA,0.1349
1950,5,NA,12.73,14.55,7.24,15.52,18.72,NA,NA,0.1349
1950,6,NA,17.23,18.65,9.21,17.22,17.72,NA,NA,0.1349
1950,7,NA,17.23,20.24,11.78,19.92,15.52,NA,NA,0.1349
1950,8,NA,17.03,18.18,11.42,20.32,15.52,NA,NA,0.1349
1950,9,NA,13.33,13.59,6.76,20.22,15.12,NA,NA,0.1349
1950,10,NA,9.13,8.81,3.7,18.12,15.52,NA,NA,0.1349
1950,11,NA,5.83,4.09,-0.61,15.72,16.32,NA,NA,0.1349
1950,12,NA,-1.27,-2.38,-3.89,14.32,17.42,NA,NA,0.1349
1951,1,NA,3.93,0.88,-3.17,14.12,18.52,NA,NA,0.1451
1951,2,NA,3.83,1.9,-0.5,12.92,19.72,NA,NA,0.1451
1951,3,NA,3.93,3.19,-4.32,13.52,19.92,NA,NA,0.1451
1951,4,NA,7.13,7.98,-1.37,14.92,19.72,-0.8,NA,0.1451
1951,5,NA,12.03,11.8,8.13,16.32,18.32,-5.9,NA,0.1451
1951,6,NA,15.13,15.49,8.39,18.22,16.92,-13,NA,0.1451
1951,7,NA,16.83,17.96,11.04,19.72,15.92,-16.6,NA,0.1451
1951,8,NA,16.23,17.39,9.82,21.52,16.12,-10,NA,0.1451
1951,9,NA,15.13,14.91,8.13,20.72,15.72,-14.8,NA,0.1451
1951,10,NA,8.53,7.54,5.03,18.12,15.62,-5.4,NA,0.1451
1951,11,NA,8.33,6.03,-0.42,15.32,16.72,-1.8,NA,0.1451
1951,12,NA,4.23,-0.14,-0.98,14.33,17.52,1.3,NA,0.1451
1952,1,NA,2.43,-1.17,-3.18,12.83,19.32,1.5,NA,0.1471
1952,2,NA,2.43,-1.22,-0.29,13.93,20.72,0,NA,0.1471
1952,3,NA,4.93,5.02,-0.19,13.83,21.02,NA,NA,0.1471
1952,4,NA,10.53,10.53,1.12,13.93,20.32,NA,NA,0.1471
1952,5,NA,13.43,13.59,5.67,15.63,18.72,NA,NA,0.1471
1952,6,NA,15.03,17.16,6.45,17.93,17.22,NA,NA,0.1471
1952,7,NA,17.33,20.7,10.52,20.13,15.72,NA,NA,0.1471
1952,8,NA,16.93,19.1,9.31,20.93,15.52,NA,NA,0.1471
1952,9,NA,11.53,11.38,7.31,20.13,15.52,NA,NA,0.1471
1952,10,NA,8.23,8.42,5.44,18.43,15.92,NA,NA,0.1471
1952,11,NA,3.03,2.22,1.59,16.23,17.12,NA,NA,0.1471
1952,12,NA,1.42,-0.43,-0.27,16.14,17.62,NA,NA,0.1471
1953,1,NA,1.32,-3.15,-0.12,13.84,19.52,NA,NA,0.1513
1953,2,NA,2.42,-0.83,0.67,13.04,20.32,NA,NA,0.1513
1953,3,NA,5.02,6.01,2.31,13.64,21.22,NA,NA,0.1513
1953,4,NA,8.62,9.82,-2.05,14.24,20.12,NA,NA,0.1513
1953,5,NA,13.02,14.25,6.67,16.24,18.52,NA,NA,0.1513
1953,6,NA,15.72,14.86,12.13,18.24,17.22,NA,NA,0.1513
1953,7,NA,17.02,18.21,11.2,21.24,15.92,NA,NA,0.1513
1953,8,NA,16.42,17.68,11.26,22.24,15.62,NA,NA,0.1513
1953,9,NA,13.82,15.1,9.76,21.04,15.72,NA,NA,0.1513
1953,10,NA,11.72,10.35,4.13,17.84,16.42,NA,NA,0.1513
1953,11,NA,7.62,2.81,0.93,16.24,16.52,NA,NA,0.1513
1953,12,NA,5.22,1.25,2.97,13.15,17.62,NA,NA,0.1513
1954,1,NA,0.32,-3.28,1.67,13.25,19.12,NA,NA,0.1544
1954,2,NA,-0.38,-1.87,-0.13,12.85,19.52,NA,NA,0.1544
1954,3,NA,5.92,6.16,-0.15,13.95,20.32,NA,NA,0.1544
1954,4,NA,6.72,5.89,5.06,13.85,19.72,NA,NA,0.1544
1954,5,NA,13.12,11.52,7.44,15.45,17.92,NA,NA,0.1544
1954,6,NA,15.02,15.97,9.38,18.05,16.72,NA,NA,0.1544
1954,7,NA,14.22,15.54,9.88,19.35,15.22,NA,NA,0.1544
1954,8,NA,15.72,15.99,10.5,20.55,15.52,NA,NA,0.1544
1954,9,NA,13.42,14.73,4.31,20.75,15.12,NA,NA,0.1544
1954,10,NA,11.92,9.71,2.16,19.25,15.52,NA,NA,0.1544
1954,11,NA,6.82,4.44,1.88,15.35,15.92,NA,NA,0.1544
1954,12,NA,5.42,2.39,-2.34,14.05,17.32,NA,NA,0.1544
1955,1,NA,0.22,-0.73,-3.64,15.05,19.32,NA,NA,0.1693
1955,2,NA,0.22,0.2,-6.03,13.35,19.52,NA,NA,0.1693
1955,3,NA,1.92,2.1,-0.43,12.45,19.92,-1.1,NA,0.1693
1955,4,NA,8.62,8.17,5.04,14.25,18.92,-3.5,NA,0.1693
1955,5,NA,10.12,11.7,5.15,17.35,18.52,-5.8,NA,0.1693
1955,6,NA,14.42,15.95,10.06,17.85,16.52,-12.9,NA,0.1693
1955,7,NA,17.72,17.6,13.4,20.45,14.92,-9.6,NA,0.1693
1955,8,NA,17.82,16.74,12.69,21.25,14.52,-10.2,NA,0.1693
1955,9,NA,14.42,13.96,7.77,20.85,14.42,-7.6,NA,0.1693
1955,10,NA,9.72,8.16,1.38,18.25,14.82,-5.5,NA,0.1693
1955,11,NA,6.72,2.18,2.42,14.95,16.12,-4.8,NA,0.1693
1955,12,NA,4.72,3.04,-4.46,15.06,16.82,-0.3,NA,0.1693
1956,1,NA,2.12,1.53,-4.24,12.76,18.92,1.7,NA,0.1803
1956,2,NA,-6.48,-8.97,2.87,13.06,19.12,-0.2,NA,0.1803
1956,3,NA,5.62,4.34,3.16,12.96,19.72,-2.09,NA,0.1803
1956,4,NA,5.82,6.8,2.09,14.26,18.82,-1.5,NA,0.1803
1956,5,NA,12.12,12.75,6.45,15.86,18.52,-1.7,NA,0.1803
1956,6,NA,12.72,13.45,8.03,17.26,16.82,-4.3,NA,0.1803
1956,7,NA,16.12,17.25,10.3,20.26,15.52,-9.39,NA,0.1803
1956,8,NA,14.12,15.44,8.35,20.86,15.52,-5.6,NA,0.1803
1956,9,NA,14.82,15.37,8.63,19.96,15.32,-7.8,NA,0.1803
1956,10,NA,9.82,7.78,4.32,18.26,14.92,-3.9,NA,0.1803
1956,11,NA,5.12,1.42,5.28,15.66,15.52,-1.7,NA,0.1803
1956,12,NA,5.22,0.53,1.03,14.07,17.92,-0.2,NA,0.1803
1957,1,NA,3.52,-1.55,0.57,13.47,19.52,1.7,NA,0.1862
1957,2,NA,5.15,4.1,-3.73,12.37,20.92,0.5,NA,0.1862
1957,3,NA,8.45,8.47,-1.29,13.87,20.92,-2.3,NA,0.1862
1957,4,NA,8.75,8.39,4.97,13.27,20.12,-2.7,NA,0.1862
1957,5,NA,10.15,9.75,6.58,15.77,19.22,-8.39,NA,0.1862
1957,6,NA,16.05,16.65,9.2,17.67,17.32,-19.9,NA,0.1862
1957,7,NA,17.45,17.79,10.84,18.87,16.52,-17.79,NA,0.1862
1957,8,NA,15.55,16.26,11.03,21.07,15.32,-15.6,NA,0.1862
1957,9,NA,12.75,13.58,6.33,20.77,15.12,-6,NA,0.1862
1957,10,NA,10.75,9.02,3.24,18.47,15.12,-10.9,NA,0.1862
1957,11,NA,6.45,3.2,1.96,15.87,16.32,-1.7,NA,0.1862
1957,12,NA,3.24,0.11,-1.49,14.07,17.92,-1.2,NA,0.1862
1958,1,NA,2.34,-0.57,-3.75,13.67,19.62,0.7,NA,0.1914
1958,2,NA,3.94,3.38,-5.64,13.77,20.62,-0.5,NA,0.1914
1958,3,NA,2.34,0.72,-2.21,14.67,20.42,-3.8,NA,0.1914
1958,4,NA,6.44,5.59,3.67,13.67,19.62,-6.3,NA,0.1914
1958,5,NA,12.14,14.62,3.12,15.47,17.92,-13.6,NA,0.1914
1958,6,NA,14.54,15.12,9.65,18.27,16.92,-18,NA,0.1914
1958,7,NA,16.54,18.14,10.42,19.67,16.32,-17.7,NA,0.1914
1958,8,NA,17.14,18.25,8.24,20.17,15.52,-19.6,NA,0.1914
1958,9,NA,15.64,16,11.33,19.77,15.52,-14.9,NA,0.1914
1958,10,NA,10.94,8.17,5.31,18.87,15.62,-6.2,NA,0.1914
1958,11,NA,4.94,3.08,3.41,15.67,16.92,-0.8,NA,0.1914
1958,12,NA,4.64,1.89,-1.31,13.48,18.92,-1.4,NA,0.1914
1959,1,NA,1.74,-0.31,-5.89,12.88,20.12,-1.3,315.58,0.2014
1959,2,NA,0.84,1.77,2.09,12.18,21.32,-4.3,316.49,0.2014
1959,3,NA,6.94,7.44,3.3,12.28,21.52,-2.5,316.65,0.2014
1959,4,NA,9.74,9.66,0.85,13.88,20.52,NA,317.72,0.2014
1959,5,NA,13.24,13.36,8.29,15.68,18.52,-15.7,318.29,0.2014
1959,6,NA,16.14,16.47,9.42,18.48,17.42,-7.9,318.15,0.2014
1959,7,NA,18.44,19.66,11.68,19.28,16.12,-23.1,316.54,0.2014
1959,8,NA,17.74,17.53,9.76,20.78,15.72,-13.6,314.8,0.2014
1959,9,NA,15.54,15.38,9.9,20.28,15.52,-12.3,313.84,0.2014
1959,10,NA,11.34,8.94,7.07,17.68,15.52,-4.9,313.33,0.2014
1959,11,NA,5.04,1.84,0.26,15.48,16.02,-5.3,314.81,0.2014
1959,12,NA,4.24,2.2,-0.97,14.59,17.72,0.3,315.58,0.2014
1960,1,NA,2.64,-0.52,-0.65,13.49,18.92,NA,316.43,0.2135
1960,2,NA,3.04,2.1,-2.27,12.19,20.52,NA,316.98,0.2135
1960,3,NA,5.84,6.32,0.63,12.89,21.12,NA,317.58,0.2135
1960,4,NA,9.14,8.46,3.78,14.39,19.92,NA,319.03,0.2135
1960,5,NA,12.94,14.03,8.39,15.69,19.12,NA,320.03,0.2135
1960,6,NA,16.24,17.08,11.51,17.99,17.22,NA,319.58,0.2135
1960,7,NA,15.34,15.73,11.19,20.69,16.52,NA,318.18,0.2135
1960,8,NA,15.74,17.14,9.72,21.59,15.72,NA,315.9,0.2135
1960,9,NA,13.64,12.56,8.9,20.29,16.02,NA,314.17,0.2135
1960,10,NA,10.84,9.05,2.46,18.09,15.72,NA,313.83,0.2135
1960,11,NA,7.54,6.23,2.46,15.99,17.02,NA,315,0.2135
1960,12,NA,3.34,0.15,-0.79,13.29,17.02,NA,316.19,0.2135
1961,1,NA,2.14,-0.61,0.27,14.09,18.52,NA,316.89,0.2141
1961,2,NA,6.04,5.37,-0.74,14.29,19.82,NA,317.7,0.2141
1961,3,NA,7.24,7,-0.06,13.99,19.92,NA,318.54,0.2141
1961,4,NA,10.54,11.77,-0.32,16.09,19.32,NA,319.48,0.2141
1961,5,NA,11.04,11.46,9.07,15.69,18.12,NA,320.58,0.2141
1961,6,NA,15.64,16.52,8.41,18.29,17.12,NA,319.77,0.2141
1961,7,NA,15.54,16.52,11.04,19.69,16.12,NA,318.56,0.2141
1961,8,NA,15.94,17.04,10.63,21.39,15.72,NA,316.79,0.2141
1961,9,NA,16.54,18.25,8.81,20.09,15.72,NA,314.99,0.2141
1961,10,NA,11.34,10.75,4.92,18.29,15.52,NA,315.31,0.2141
1961,11,NA,4.84,3.69,1.09,16.19,16.72,NA,316.1,0.2141
1961,12,NA,1.83,0.62,-3.43,14.5,16.82,NA,317.01,0.2141
1962,1,NA,3.63,1.25,-0.28,12.6,18.62,NA,317.94,0.2217
1962,2,NA,2.93,-0.14,-0.84,13.1,20.22,NA,318.55,0.2217
1962,3,NA,2.13,1.2,-4.21,14.1,20.62,NA,319.68,0.2217
1962,4,NA,7.93,8.86,3.73,14.1,20.22,NA,320.57,0.2217
1962,5,NA,9.73,10.64,6.79,15.3,18.82,-3.2,321.02,0.2217
1962,6,NA,14.13,15.13,9.38,17.9,17.72,-9,320.62,0.2217
1962,7,NA,15.13,16.96,11.32,19.9,16.12,-10.2,319.61,0.2217
1962,8,NA,15.33,18.77,9.51,20.3,15.22,-9.3,317.4,0.2217
1962,9,NA,13.13,13.98,7.29,19.9,14.92,-9.2,316.24,0.2217
1962,10,NA,10.93,9.76,4.69,17.3,15.32,-3.7,315.42,0.2217
1962,11,NA,4.43,1.88,-0.42,15.3,16.12,-3.2,316.69,0.2217
1962,12,NA,-0.57,-3.86,-0.9,14.21,17.22,-0.3,317.7,0.2217
1963,1,NA,-5.17,-6.31,-3.03,12.61,19.22,0.1,318.74,0.2335
1963,2,NA,-3.27,-3.98,-1.38,12.51,20.72,0.3,319.07,0.2335
1963,3,NA,4.33,3.4,3.03,13.11,21.12,-3.7,319.86,0.2335
1963,4,NA,9.03,9.32,2.62,14.71,20.92,-7.4,321.38,0.2335
1963,5,NA,11.13,11.64,5.07,15.71,18.92,-5.6,322.24,0.2335
1963,6,NA,15.83,15.96,11.04,17.61,17.22,-7.7,321.49,0.2335
1963,7,NA,16.53,18.72,9.75,20.21,16.12,-10.2,319.74,0.2335
1963,8,NA,15.53,16.31,9.34,21.01,15.32,-19.1,317.77,0.2335
1963,9,NA,14.13,14.68,5.73,20.41,16.02,-10.5,316.21,0.2335
1963,10,NA,9.83,9.08,4.02,18.91,15.92,-8.7,315.99,0.2335
1963,11,NA,8.63,7.36,-2.73,15.21,18.02,-2.5,317.07,0.2335
1963,12,NA,-0.87,-3.24,-0.11,12.91,19.02,0.7,318.35,0.2335
1964,1,NA,0.83,-3.64,1.63,12.41,20.12,1,319.57,0.2462
1964,2,NA,3.63,1.96,1.96,13.21,21.12,0,320.04,0.2462
1964,3,NA,2.73,2.45,5.65,12.81,20.72,-2.3,320.75,0.2462
1964,4,NA,8.73,9.6,3.7,14.01,20.12,-7.7,321.84,0.2462
1964,5,NA,14.23,14.16,7.54,16.11,19.12,-9.5,322.25,0.2462
1964,6,NA,15.23,17.26,10.46,16.31,17.52,-11.6,321.89,0.2462
1964,7,NA,16.63,19.69,11.84,18.91,16.72,-6,320.44,0.2462
1964,8,NA,15.83,16.96,NA,20.01,14.52,-20.1,318.69,0.2462
1964,9,NA,13.93,14.64,NA,19.91,14.92,-9.6,316.71,0.2462
1964,10,NA,7.73,7.44,NA,18.31,15.12,-3.1,316.87,0.2462
1964,11,NA,6.23,4.67,NA,17.31,16.32,-1.1,317.68,0.2462
1964,12,NA,2.33,-0.91,NA,15.02,17.92,0,318.71,0.2462
1965,1,NA,2.63,0.58,NA,14.42,19.92,0.9,319.44,0.2572
1965,2,NA,2.13,-2.7,NA,13.42,21.32,0.6,320.44,0.2572
1965,3,NA,4.43,3.98,NA,14.42,20.82,1.1,320.89,0.2572
1965,4,NA,7.73,6.76,NA,15.12,19.62,-3.3,322.14,0.2572
1965,5,NA,11.93,11.58,NA,16.82,18.92,-4,322.17,0.2572
1965,6,NA,14.83,16.22,NA,18.82,16.72,-7.5,321.87,0.2572
1965,7,NA,14.93,16.23,NA,19.92,15.92,-13.1,321.21,0.2572
1965,8,NA,15.13,16.3,NA,21.12,15.72,-12.1,318.87,0.2572
1965,9,NA,12.63,12.49,NA,21.02,15.82,-5.9,317.82,0.2572
1965,10,NA,9.83,8.81,NA,17.42,15.72,-8.8,317.3,0.2572
1965,11,NA,2.83,2.93,NA,14.42,16.62,-2,318.87,0.2572
1965,12,NA,4.53,2.27,-5.12,14.93,17.82,-0.8,319.42,0.2572
1966,1,NA,0.53,-2.66,-3.52,14.13,18.92,0.2,320.62,0.2698
1966,2,NA,4.23,5.83,-5.77,12.43,20.12,-0.4,321.6,0.2698
1966,3,NA,5.23,3.75,-2.77,13.83,20.12,-1.8,322.39,0.2698
1966,4,NA,8.43,10.2,1.97,14.83,20.72,-5.9,323.7,0.2698
1966,5,NA,13.03,13.3,4.98,15.53,19.72,-6.1,324.08,0.2698
1966,6,NA,16.93,16.95,11.16,17.13,17.92,-8.7,323.75,0.2698
1966,7,NA,15.73,15.93,11.38,19.43,16.22,-16,322.37,0.2698
1966,8,NA,15.93,15.53,9.92,21.53,15.32,-12,320.36,0.2698
1966,9,NA,13.93,15.38,7.46,20.03,15.12,-10.3,318.64,0.2698
1966,10,NA,11.33,12.25,1.74,18.23,16.32,-6.7,318.1,0.2698
1966,11,NA,4.43,2.17,-0.5,15.33,16.72,-2.09,319.78,0.2698
1966,12,NA,4.52,1.39,-2.79,14.94,18.92,-0.6,321.02,0.2698
1967,1,NA,3.12,0.02,-0.81,14.24,20.52,0,322.33,0.2783
1967,2,NA,5.22,2.58,0.86,13.34,21.02,-2.09,322.5,0.2783
1967,3,NA,6.82,5.94,-6.02,14.74,20.52,-1.5,323.03,0.2783
1967,4,NA,7.52,7.29,1.77,14.74,18.92,-2.9,324.41,0.2783
1967,5,NA,12.82,12.64,3.63,15.04,17.32,-8.7,325,0.2783
1967,6,NA,14.52,14.93,9.89,18.14,15.92,-8,324.09,0.2783
1967,7,NA,18.22,19.74,8.59,19.94,15.52,-8.2,322.54,0.2783
1967,8,NA,16.62,17.43,10.35,20.94,14.72,-8.5,320.92,0.2783
1967,9,NA,14.32,13.95,8.81,20.94,15.42,-9.89,319.25,0.2783
1967,10,NA,12.02,12.65,1.63,19.34,14.82,-7.5,319.39,0.2783
1967,11,NA,5.22,3.93,-0.69,15.74,17.42,-3.8,320.73,0.2783
1967,12,NA,3.52,-1.41,-2.11,15.84,19.22,-0.1,321.96,0.2783
1968,1,NA,2.32,-1.2,-3.98,14.34,19.92,0,322.57,0.2935
1968,2,NA,1.52,1.83,-4.18,13.04,20.52,-0.7,323.15,0.2935
1968,3,NA,6.12,4.96,-2.98,12.84,20.22,-1.5,323.89,0.2935
1968,4,NA,9.22,9.83,0.77,13.74,19.82,-1.6,325.02,0.2935
1968,5,NA,10.92,11.98,4.31,16.04,18.32,-5.4,325.57,0.2935
1968,6,NA,15.32,15.91,8.09,17.44,17.12,NA,325.36,0.2935
